timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1.52968E+15,0,-8,-20,-9,-6,-7,-10,-2
1.52968E+15,2,14,27,4,3,2,10,4
1.52968E+15,-4,-10,-1,-1,2,4,-2,-1
1.52968E+15,3,6,-3,1,-1,0,1,-2
1.52968E+15,-3,-9,4,-3,2,-4,3,11
1.52968E+15,0,-2,-9,0,-2,1,5,0
1.52968E+15,1,7,1,-7,-2,-7,1,6
1.52968E+15,-2,0,-15,-3,4,11,5,-6
1.52968E+15,0,-10,-9,-6,-6,-1,-13,-2
1.52968E+15,2,-8,-7,2,-3,4,8,3
1.52968E+15,2,3,31,4,-5,-13,0,-1
1.52968E+15,-2,13,-2,-3,0,-5,1,-6
1.52968E+15,-1,-3,22,12,5,0,-7,-5
1.52968E+15,-2,-1,1,4,3,11,-1,-4
1.52968E+15,0,-8,-27,5,1,-7,1,0
1.52968E+15,-4,-11,-16,-16,-7,-6,-3,-2
1.52968E+15,4,17,8,2,3,-1,2,-8
1.52968E+15,-6,3,-3,-2,-5,-1,-18,-4
1.52968E+15,-2,-3,2,2,0,4,7,-3
1.52968E+15,-1,0,30,13,3,0,1,3
1.52968E+15,0,-2,-32,-5,-2,-7,-4,-5
1.52968E+15,-1,-4,25,0,0,10,15,1
1.52968E+15,1,3,9,-1,-4,-7,-10,-4
1.52968E+15,-1,-14,-14,4,0,-5,-5,-3
1.52968E+15,-2,-3,10,-7,-1,-4,-2,-5
1.52968E+15,2,3,-22,-4,4,17,-3,-4
1.52968E+15,2,12,-7,-4,-6,-10,8,7
1.52968E+15,-3,-14,-23,-7,-1,12,-3,-3
1.52968E+15,4,19,25,10,4,-3,0,1
1.52968E+15,-1,-15,9,0,-2,4,5,1
1.52968E+15,2,19,4,1,-2,-1,-13,-1
1.52968E+15,2,1,-8,-2,-2,-8,-2,-6
1.52968E+15,-6,-5,-14,-4,0,3,-4,5
1.52968E+15,-2,1,4,-3,-3,4,-4,-6
1.52968E+15,-1,-12,-3,-1,4,-6,0,-2
1.52968E+15,-1,12,17,5,1,5,18,-8
1.52968E+15,0,-4,-7,0,-4,-5,-18,-10
1.52968E+15,2,5,-5,-8,-4,-4,-5,2
1.52968E+15,-6,-12,-17,-6,-5,2,4,-2
1.52968E+15,3,-1,-5,0,4,-2,-2,4
1.52968E+15,-2,-2,10,0,-5,-13,1,-1
1.52968E+15,3,2,5,4,2,2,11,26
1.52968E+15,1,-18,3,7,3,9,3,5
1.52968E+15,-3,-7,-16,-6,-2,2,-10,0
1.52968E+15,0,2,2,0,-2,2,5,-9
1.52968E+15,1,-7,-4,2,3,-9,-7,0
1.52968E+15,1,0,10,0,3,6,3,1
1.52968E+15,-2,4,-3,2,-4,-4,-4,-4
1.52968E+15,3,5,-16,-4,5,8,11,9
1.52968E+15,-2,6,10,1,-4,-22,-15,-6
1.52968E+15,-6,-10,28,4,-3,6,3,-6
1.52968E+15,4,17,16,3,-1,4,-1,5
1.52968E+15,-3,-21,-22,-11,-8,-3,-4,-10
1.52968E+15,-6,-4,-18,-3,3,-14,-8,-5
1.52968E+15,0,5,-14,-1,6,6,-2,-5
1.52968E+15,0,-5,16,3,1,-3,-3,3
1.52968E+15,-3,-20,-13,-5,-6,-2,1,-3
1.52968E+15,-1,11,-2,-5,-7,-4,0,-4
1.52968E+15,-7,-13,8,0,-7,-7,-3,-2
1.52968E+15,-4,2,-4,-3,2,0,9,-1
1.52968E+15,1,3,10,2,0,9,-11,0
1.52968E+15,4,9,0,-1,-2,-6,3,1
1.52968E+15,1,0,-25,-7,-3,-2,-6,6
1.52968E+15,-1,-11,3,7,0,0,2,-2
1.52968E+15,-2,12,9,1,4,4,4,2
1.52968E+15,2,-2,14,3,5,0,2,1
1.52968E+15,0,7,-4,-6,-2,2,-6,-3
1.52968E+15,-2,-6,-12,-5,-1,-1,0,0
1.52968E+15,2,-1,8,5,-2,-3,2,-2
1.52968E+15,-1,-3,-5,9,5,8,4,2
1.52968E+15,2,12,3,-9,-1,-4,9,-1
1.52968E+15,-4,-20,-11,-3,-3,-7,-23,-5
1.52968E+15,5,6,3,4,1,3,-1,6
1.52968E+15,-1,1,2,-4,-4,-1,-3,-10
1.52968E+15,-1,-3,5,3,0,-5,-6,-9
1.52968E+15,2,4,-12,0,-1,4,6,12
1.52968E+15,-1,13,10,-2,-5,-8,-17,-4
1.52968E+15,0,-9,-13,-4,-1,-9,-4,-4
1.52968E+15,1,-6,-29,2,3,6,19,13
1.52968E+15,-4,2,33,6,0,2,-8,-10
1.52968E+15,0,7,6,7,3,-3,0,1
1.52968E+15,1,3,-5,-7,-5,0,-4,4
1.52968E+15,-2,23,9,-6,-5,-9,-20,-14
1.52968E+15,-3,-25,-14,-1,0,-4,5,-1
1.52968E+15,-1,-4,34,7,-2,4,6,1
1.52968E+15,-3,-11,-38,-8,-1,0,-4,-5
1.52968E+15,-1,0,-15,-2,-1,1,0,0
1.52968E+15,1,18,11,-4,-4,-1,-1,0
1.52968E+15,-4,-5,5,9,4,-3,-4,0
1.52968E+15,1,8,8,-2,-1,5,14,2
1.52968E+15,0,-4,-9,-1,0,0,-1,-9
1.52968E+15,-5,-17,-16,-8,-8,-6,-20,1
1.52968E+15,-4,0,-6,-3,0,1,10,-12
1.52968E+15,-1,3,17,7,6,8,16,4
1.52968E+15,1,-10,-12,2,1,-3,1,1
1.52968E+15,2,10,-8,-9,-3,7,-9,-5
1.52968E+15,-2,4,28,1,-5,-7,4,6
1.52968E+15,-2,-6,2,2,3,3,-1,-6
1.52968E+15,-4,-14,10,3,-1,-2,-3,-1
1.52968E+15,0,2,-38,-12,-2,-8,18,2
1.52968E+15,-2,-10,-13,-17,-11,-7,-10,-3
1.52968E+15,-1,-13,-4,0,-6,-3,-10,-1
1.52968E+15,1,15,19,6,2,3,-2,4
1.52968E+15,1,4,10,6,3,1,3,-5
1.52968E+15,-2,-9,-19,-2,6,3,7,2
1.52968E+15,-1,3,8,0,-3,-3,-10,-3
1.52968E+15,1,-3,2,-1,-2,5,2,2
1.52968E+15,0,7,1,1,-3,-10,-3,-1
1.52968E+15,0,-2,-14,-7,0,-1,4,-2
1.52968E+15,-1,4,11,8,6,-3,-14,4
1.52968E+15,-2,-7,-12,-2,4,10,8,-4
1.52968E+15,3,21,12,0,-2,-4,-4,0
1.52968E+15,-2,-7,-9,-3,-6,-7,-9,1
1.52968E+15,-1,-4,-8,-2,-5,-8,15,2
1.52968E+15,-3,-5,-10,0,-1,6,-4,-4
1.52968E+15,1,7,45,8,0,-3,1,4
1.52968E+15,-4,-20,-55,-13,4,-3,-3,-13
1.52968E+15,1,3,26,6,-1,5,10,1
1.52968E+15,-2,2,-2,-3,-3,-4,-12,-4
1.52968E+15,-4,2,11,1,1,4,4,-4
1.52968E+15,0,7,-4,1,-1,-3,3,8
1.52968E+15,2,0,-12,2,0,6,-2,-2
1.52968E+15,2,3,30,-4,-5,-8,-1,1
1.52968E+15,-2,8,-6,-6,-2,-5,-4,-11
1.52968E+15,0,3,7,9,4,8,10,3
1.52968E+15,-2,-12,-17,-5,-2,-8,-16,-6
1.52968E+15,4,13,6,2,0,1,-2,6
1.52968E+15,-4,-11,-12,-3,-2,-4,1,0
1.52968E+15,0,1,6,7,8,9,5,4
1.52968E+15,1,9,7,2,3,1,-5,-13
1.52968E+15,-1,-6,-5,-1,-2,-11,0,4
1.52968E+15,2,4,-4,0,-1,7,0,-1
1.52968E+15,-2,0,-5,-8,-7,-5,1,5
1.52968E+15,-3,-5,8,-1,-5,0,-2,-2
1.52968E+15,-3,3,27,7,3,-4,2,-1
1.52968E+15,2,5,-10,1,2,-1,6,4
1.52968E+15,2,-3,-14,-4,-5,-3,-6,2
1.52968E+15,-3,10,-7,-8,-4,-1,-3,-6
1.52968E+15,-1,-12,-31,-5,0,0,-7,0
1.52968E+15,0,3,23,4,-3,-6,-12,-5
1.52968E+15,2,1,20,3,0,6,-2,7
1.52968E+15,2,16,-6,1,3,7,20,9
1.52968E+15,-2,-8,-7,-2,-1,5,2,0
1.52968E+15,-1,6,0,2,2,-7,4,-1
1.52968E+15,-1,-9,-3,-1,-2,4,-5,4
1.52968E+15,-4,-4,4,-5,-2,-3,3,-2
1.52968E+15,-1,0,-7,1,-4,-6,3,-6
1.52968E+15,-2,-24,-29,-13,-4,1,-1,9
1.52968E+15,0,12,13,2,-2,-6,-1,-8
1.52968E+15,1,-3,-5,0,1,-1,1,3
1.52968E+15,3,9,16,9,6,2,-3,5
1.52968E+15,-3,-8,-6,-11,-4,-4,-3,-8
1.52968E+15,1,4,-32,-8,-4,-6,-1,-10
1.52968E+15,-2,-18,8,2,-1,1,-5,0
1.52968E+15,-1,7,8,1,-1,-10,-9,-8
1.52968E+15,0,-4,-8,-1,-3,3,9,6
1.52968E+15,-3,-1,4,-1,0,-1,-9,-1
1.52968E+15,1,3,-13,-1,2,1,1,10
1.52968E+15,-5,-5,-2,-6,-6,-7,9,-5
1.52968E+15,0,-6,-4,5,7,5,0,-2
1.52968E+15,4,3,4,4,2,0,0,0
1.52968E+15,-5,-14,2,-4,-4,-9,9,-2
1.52968E+15,-4,-11,-9,-9,-3,2,-12,-8
1.52968E+15,1,3,7,5,-1,-1,-2,-1
1.52968E+15,-1,-3,0,-2,-1,-4,-9,-1
1.52968E+15,4,2,-1,8,2,2,-2,-1
1.52968E+15,-5,6,8,-10,-9,-8,6,-3
1.52968E+15,3,8,7,3,6,8,8,5
1.52968E+15,0,-4,-4,1,3,-1,2,0
1.52968E+15,0,-6,-6,-6,-2,0,-6,-4
1.52968E+15,-1,-3,-22,4,8,-1,4,5
1.52968E+15,3,8,19,9,3,3,-7,2
1.52968E+15,-4,-3,-6,-9,-7,-5,2,-2
1.52968E+15,-1,1,11,4,-1,-9,-7,-1
1.52968E+15,0,-7,-7,-6,0,6,4,-10
1.52968E+15,-1,10,14,6,0,1,6,-3
1.52968E+15,-2,-5,-21,-12,-4,-4,1,1
1.52968E+15,1,8,0,-1,-2,-1,-11,-6
1.52968E+15,2,-1,6,4,3,-2,-9,4
1.52968E+15,0,-9,-11,2,1,3,9,3
1.52968E+15,-3,-7,14,6,-3,-1,-2,-8
1.52968E+15,-1,10,-10,-7,-3,-7,-4,3
1.52968E+15,-3,-2,10,3,5,6,11,1
1.52968E+15,2,-1,-6,0,2,-12,-20,-12
1.52968E+15,-3,-1,-14,-3,-2,-2,11,10
1.52968E+15,-1,-3,14,-4,-6,0,-2,-10
1.52968E+15,4,16,12,2,-1,4,-2,8
1.52968E+15,-8,-15,-39,-18,-4,-6,-4,-4
1.52968E+15,0,-3,23,7,4,1,-2,-7
1.52968E+15,0,2,-9,1,-3,-2,-5,3
1.52968E+15,0,-3,-3,0,-1,-2,12,-2
1.52968E+15,1,-1,11,6,2,2,-3,0
1.52968E+15,0,4,-6,-8,-1,-3,-10,3
1.52968E+15,3,-4,-16,-2,2,4,4,-2
1.52968E+15,3,4,14,-2,-6,-2,3,6
1.52968E+15,-2,-5,-12,-13,-4,-3,15,4
1.52968E+15,0,0,8,4,1,3,2,2
1.52968E+15,4,6,-13,-3,-3,-13,-3,7
1.52968E+15,-5,-10,1,3,4,15,-5,-3
1.52968E+15,0,-1,-2,0,-1,2,11,6
1.52968E+15,1,-4,7,3,5,-2,-3,-9
1.52968E+15,-5,12,15,-1,-2,-6,-16,-6
1.52968E+15,2,1,-12,-1,-2,-5,-3,2
1.52968E+15,-4,-6,1,-2,-2,-2,-7,-2
1.52968E+15,0,4,1,5,1,-4,-3,1
1.52968E+15,2,0,13,6,4,6,2,1
1.52968E+15,-2,-12,-8,-12,-6,-8,-5,-2
1.52968E+15,-4,5,11,0,-4,-4,0,1
1.52968E+15,0,1,7,-1,-5,-3,1,0
1.52968E+15,-2,2,-4,3,3,2,3,0
1.52968E+15,2,2,-9,-5,-3,-3,6,0
1.52968E+15,0,-7,-12,0,-1,-4,5,11
1.52968E+15,4,9,24,11,5,4,2,2
1.52968E+15,-3,-1,11,2,0,-4,-1,5
1.52968E+15,0,-9,-2,1,-1,6,1,2
1.52968E+15,-6,-3,-10,-3,-6,-10,-7,-14
1.52968E+15,0,-6,-14,1,2,6,3,4
1.52968E+15,1,9,3,-3,-2,2,3,-2
1.52968E+15,-5,-4,11,1,-2,0,2,-1
1.52968E+15,3,1,-2,-3,-2,3,-3,5
1.52968E+15,-8,-5,-5,-8,-5,-5,0,-7
1.52968E+15,-3,-10,12,2,0,-7,-9,-8
1.52968E+15,0,-2,-40,-4,-1,1,1,1
1.52968E+15,-2,-10,11,1,1,0,-3,1
1.52968E+15,-1,23,26,4,-2,-1,-4,1
1.52968E+15,-3,-8,-45,-20,-11,-10,-4,-1
1.52968E+15,0,8,12,2,-4,-5,-7,5
1.52968E+15,-3,5,0,3,8,8,-1,-5
1.52968E+15,2,-7,-10,-5,2,2,21,4
1.52968E+15,-1,-3,-1,0,-3,-1,-19,-8
1.52968E+15,-6,-11,-1,-2,0,0,0,-3
1.52968E+15,-1,-12,-9,3,-2,-6,7,3
1.52968E+15,3,19,16,3,2,0,-12,-4
1.52968E+15,0,1,-7,-3,1,-2,12,4
1.52968E+15,2,-4,-7,-3,-2,8,6,1
1.52968E+15,1,20,13,-1,-1,1,6,-1
1.52968E+15,-3,-19,-11,-1,-2,0,-1,-3
1.52968E+15,2,-4,12,11,7,-2,-1,5
1.52968E+15,-1,3,-11,-9,0,-2,-6,-12
1.52968E+15,3,-4,4,-1,-3,0,-4,1
1.52968E+15,-1,2,13,-2,-8,-8,-13,-5
1.52968E+15,-4,-4,2,-1,1,3,6,0
1.52968E+15,2,2,-2,5,6,5,-2,4
1.52968E+15,-2,-12,2,3,2,1,-4,0
1.52968E+15,-4,3,-17,-7,-6,-6,-2,-8
1.52968E+15,-2,3,9,0,-1,0,-1,-1
1.52968E+15,3,-5,0,3,-2,-8,-10,-1
1.52968E+15,1,4,11,5,1,-2,-5,-4
1.52968E+15,0,-22,-31,-6,4,3,0,1
1.52968E+15,-1,14,13,-2,0,4,14,4
1.52968E+15,1,3,-7,-6,-6,-13,-10,-1
1.52968E+15,3,9,9,-1,-3,3,2,1
1.52968E+15,-2,-4,-8,5,4,0,-1,1
1.52968E+15,0,-4,-4,7,5,16,-1,-2
1.52968E+15,-2,2,16,-7,-3,-9,7,5
1.52968E+15,-2,0,-3,-1,-2,0,-9,-6
1.52968E+15,-2,-1,-13,-2,-6,-4,-6,-11
1.52968E+15,2,-10,2,1,-2,-4,-1,-1
1.52968E+15,-1,9,11,8,2,-4,-7,-1
1.52968E+15,-2,-8,-17,-8,-2,-3,-2,-3
1.52968E+15,2,-1,1,2,2,6,-2,5
1.52968E+15,2,14,7,3,0,-1,-5,-7
1.52968E+15,-5,-4,4,0,-5,-2,3,3
1.52968E+15,3,7,0,-1,-2,-3,-3,3
1.52968E+15,-2,-12,-1,-3,-3,-2,6,-1
1.52968E+15,0,6,-12,2,4,0,-5,-4
1.52968E+15,2,-2,26,6,3,1,-3,4
1.52968E+15,-3,2,-10,-4,-3,-4,8,-1
1.52968E+15,-2,-14,8,-2,-5,-1,-8,0
1.52968E+15,-1,-9,3,-1,-3,4,13,1
1.52968E+15,-2,14,-19,-8,1,1,-10,-6
1.52968E+15,-1,-3,-2,-1,-4,-9,-3,0
1.52968E+15,-2,3,-4,-2,0,8,-2,-9
1.52968E+15,1,-12,0,3,2,1,7,1
1.52968E+15,1,5,-5,-5,-3,0,1,-1
1.52968E+15,0,-1,5,1,-2,0,0,-5
1.52968E+15,1,12,12,4,3,-1,0,7
1.52968E+15,0,-6,-22,-1,3,6,-1,2
1.52968E+15,-3,-9,7,-8,-6,-2,5,-5
1.52968E+15,-2,-2,-7,-3,-2,-8,-6,-2
1.52968E+15,2,4,0,1,2,0,0,9
1.52968E+15,-2,4,11,0,-1,-1,5,-10
1.52968E+15,0,-20,-10,5,-1,-10,-6,1
1.52968E+15,2,1,-3,-3,-2,5,-1,3
1.52968E+15,2,14,8,2,-2,-5,5,6
1.52968E+15,-3,-9,-9,-9,-3,-5,0,2
1.52968E+15,-3,3,-19,-2,2,3,-9,-9
1.52968E+15,-4,-6,45,9,2,6,-1,-5
1.52968E+15,0,2,-30,-14,-5,-4,1,4
1.52968E+15,1,2,1,-3,-5,-1,-6,1
1.52968E+15,0,5,5,5,2,-6,-2,-1
1.52968E+15,0,1,-13,2,6,5,13,6
1.52968E+15,-7,-2,11,0,-6,-9,-26,-23
1.52968E+15,-4,-9,2,-1,-4,2,-3,-4
1.52968E+15,1,-4,-3,-5,-4,-10,-4,1
1.52968E+15,3,7,2,3,3,-2,-6,-1
1.52968E+15,-2,-4,-1,0,0,2,10,9
1.52968E+15,3,-2,-21,-7,-3,-7,-3,2
1.52968E+15,-4,-8,20,8,2,12,10,0
1.52968E+15,-2,-2,-1,-2,0,-1,-6,-1
1.52968E+15,-1,5,6,0,-2,-13,-1,0
1.52968E+15,-1,-5,-8,1,2,11,-3,-1
1.52968E+15,3,8,0,2,-3,1,6,3
1.52968E+15,-1,-10,-6,2,2,1,6,4
1.52968E+15,-3,-13,-13,-6,-3,-5,-3,-2
1.52968E+15,0,2,-5,-2,0,0,21,7
1.52968E+15,1,12,12,8,6,0,-22,2
1.52968E+15,2,11,13,3,-4,-11,-15,-8
1.52968E+15,1,-4,-25,-17,2,15,11,0
1.52968E+15,-2,-2,-4,-2,-1,-7,-9,-1
1.52968E+15,-1,-6,-16,-6,-5,1,11,-2
1.52968E+15,1,-5,21,8,0,-1,1,5
1.52968E+15,1,6,18,9,1,0,8,2
1.52968E+15,-5,-7,-1,-4,1,-4,-14,-6
1.52968E+15,-1,-3,-12,-5,2,6,7,-1
1.52968E+15,-3,2,-8,-2,2,7,8,-2
1.52968E+15,4,0,-9,3,-5,-7,-5,3
1.52968E+15,-4,-7,16,-9,-6,-1,10,5
1.52968E+15,2,6,5,0,-3,-9,-8,-16
1.52968E+15,-1,-1,-20,-5,0,3,-25,-1
1.52968E+15,-3,4,-2,-9,1,-1,2,-1
1.52968E+15,3,4,3,10,-1,-5,-3,1
1.52968E+15,-1,2,5,7,3,-5,-6,-1
1.52968E+15,0,7,-1,0,-2,2,16,-1
1.52968E+15,-2,-9,1,5,-2,3,-1,3
1.52968E+15,-1,6,-4,1,-2,-1,-4,-1
1.52968E+15,-2,-7,-9,-12,-3,9,2,-13
1.52968E+15,0,-2,-8,-2,0,-4,8,8
1.52968E+15,2,6,7,0,-1,-3,2,2
1.52968E+15,1,3,2,-1,3,1,4,-3
1.52968E+15,-1,0,14,8,3,-5,-4,4
1.52968E+15,-1,3,-24,-14,-3,1,6,0
1.52968E+15,1,-1,21,3,-2,1,-13,-3
1.52968E+15,3,1,-4,1,1,6,9,3
1.52968E+15,0,4,10,3,1,-1,5,3
1.52968E+15,-2,-10,-1,4,1,0,-21,-11
1.52968E+15,-5,-2,-6,-15,-7,3,18,4
1.52968E+15,-2,1,-6,-1,2,-7,-8,-1
1.52968E+15,-1,-7,-8,-2,-4,1,4,2
1.52968E+15,-1,-3,4,-3,-6,-5,2,2
1.52968E+15,0,-3,-6,5,2,-4,-8,-10
1.52968E+15,2,0,10,1,4,9,1,4
1.52968E+15,1,6,0,-1,1,-1,4,7
1.52968E+15,-5,-16,-17,-5,-2,0,-10,-7
1.52968E+15,2,21,12,9,4,4,-9,-4
1.52968E+15,-8,-24,-16,-12,-3,-8,-7,-9
1.52968E+15,-1,1,-12,-3,-2,1,4,4
1.52968E+15,2,2,2,-2,-6,-9,0,-2
1.52968E+15,5,-1,22,12,8,9,10,13
1.52968E+15,-4,-3,-10,-7,-9,-12,-12,-11
1.52968E+15,0,-4,-7,1,5,8,7,1
1.52968E+15,-5,-6,-6,-2,3,4,-1,-3
1.52968E+15,0,-2,-6,1,0,-1,1,3
1.52968E+15,1,9,10,0,-5,-5,-1,0
1.52968E+15,-1,-7,-3,-6,-1,-2,-1,0
1.52968E+15,0,7,14,1,-3,-2,4,2
1.52968E+15,0,-3,-9,1,2,0,9,-5
1.52968E+15,2,0,-3,0,4,8,-6,19
1.52968E+15,-1,1,-13,3,0,0,-13,-4
1.52968E+15,-1,4,17,3,1,2,9,2
1.52968E+15,0,-5,2,-2,-6,-6,-20,-6
1.52968E+15,5,9,-2,3,0,0,13,0
1.52968E+15,-5,-20,-9,-2,2,4,9,-1
1.52968E+15,-2,7,25,7,0,-2,-5,0
1.52968E+15,-2,-7,-29,-16,-7,-3,-1,0
1.52968E+15,-3,-7,15,5,-1,-5,4,-12
1.52968E+15,0,3,-1,5,-2,-4,-12,9
1.52968E+15,-1,5,-31,-16,-3,0,6,-4
1.52968E+15,-3,1,27,6,3,4,-1,-3
1.52968E+15,-2,-1,3,-3,-3,1,0,1
1.52968E+15,0,-2,4,0,-1,2,7,-7
1.52968E+15,5,-6,0,-1,-5,-8,-3,11
1.52968E+15,1,6,-17,-3,-1,1,1,2
1.52968E+15,-6,-11,0,4,4,-1,-12,-10
1.52968E+15,-2,2,16,3,1,4,8,-4
1.52968E+15,-4,-5,-15,-5,-1,0,4,3
1.52968E+15,1,3,-4,-6,0,6,12,5
1.52968E+15,4,10,-7,-3,-3,2,-7,3
1.52968E+15,-1,-9,2,-2,-5,-6,5,-3
1.52968E+15,0,0,18,10,4,1,-9,-2
1.52968E+15,1,0,-14,-5,-2,0,0,-1
1.52968E+15,-4,-16,-1,-1,-4,-7,-5,-1
1.52968E+15,-3,12,-16,-8,-3,-4,1,-3
1.52968E+15,-1,-7,9,8,3,-1,-3,0
1.52968E+15,-2,-6,5,-1,2,8,-5,-3
1.52968E+15,-4,-4,-5,-2,-4,-3,-8,-1
1.52968E+15,2,9,-1,-3,-5,-10,-7,-1
1.52968E+15,2,3,3,3,2,11,2,-1
1.52968E+15,-3,-9,-1,7,4,-4,0,0
1.52968E+15,4,7,-10,-2,3,4,6,6
1.52968E+15,-7,-12,5,-4,-5,-5,-2,-2
1.52968E+15,-1,-3,1,3,4,-3,-4,-2
1.52968E+15,-1,1,3,0,0,0,8,0
1.52968E+15,0,6,3,-1,-5,-3,2,-1
1.52968E+15,2,0,1,-2,-1,-5,3,8
1.52968E+15,-1,-3,-7,0,2,7,-9,-5
1.52968E+15,-2,8,-8,0,-1,-6,-7,-4
1.52968E+15,-3,-1,13,2,2,-3,-2,-6
1.52968E+15,2,4,-8,-5,-4,-7,-12,0
1.52968E+15,-3,-2,11,4,-1,2,2,-4
1.52968E+15,3,-1,-5,6,3,-8,4,5
1.52968E+15,0,-2,-3,-4,-2,14,15,3
1.52968E+15,-1,4,-2,0,4,1,-10,-5
1.52968E+15,-4,-5,-3,-5,-4,-18,8,-4
1.52968E+15,-1,-8,14,10,4,11,4,-3
1.52968E+15,2,0,-1,1,-3,-13,0,2
1.52968E+15,2,0,-9,-2,1,9,13,3
1.52968E+15,1,-3,-4,-2,0,8,1,0
1.52968E+15,-2,7,-2,-3,0,11,8,-2
1.52968E+15,-3,3,16,2,-3,-7,-6,-8
1.52968E+15,3,3,-2,2,2,1,-2,2
1.52968E+15,-4,-5,-6,-3,-7,-4,-3,2
1.52968E+15,1,-5,1,-3,-4,-4,-3,-2
1.52968E+15,0,-15,-28,-1,4,5,2,1
1.52968E+15,0,9,33,8,2,-6,-11,-2
1.52968E+15,0,0,-11,-4,-2,-8,-5,-3
1.52968E+15,-2,-9,-12,-8,-3,-4,6,5
1.52968E+15,1,7,8,1,2,-1,-2,5
1.52968E+15,2,2,13,6,2,-2,7,2
1.52968E+15,3,6,-22,-12,-1,-3,14,5
1.52968E+15,-3,7,11,-2,0,3,-13,-3
1.52968E+15,-2,3,-8,-3,0,-7,-8,-7
1.52968E+15,0,-3,1,1,-1,2,4,5
1.52968E+15,6,6,9,2,2,12,9,3
1.52968E+15,-2,-9,-24,-7,-1,-2,-8,1
1.52968E+15,-2,0,14,3,6,3,0,-8
1.52968E+15,-6,-14,-5,-2,-2,-8,-2,-9
1.52968E+15,-3,7,3,-2,-7,-1,-7,-5
1.52968E+15,0,-2,6,-3,-5,-9,-2,-3
1.52968E+15,0,2,-5,-2,-2,-1,-3,-1
1.52968E+15,2,-7,-9,2,2,6,8,7
1.52968E+15,1,12,-1,0,-4,-12,-14,-8
1.52968E+15,-4,-8,-5,-3,-4,-8,-5,-5
1.52968E+15,-2,0,5,7,-1,3,0,1
1.52968E+15,1,-1,-13,-8,-5,-4,11,1
1.52968E+15,-2,-10,-10,-4,-2,1,-13,-3
1.52968E+15,2,8,36,8,5,6,-8,-2
1.52968E+15,0,5,12,5,2,-5,-3,-3
1.52968E+15,-4,-3,-8,-2,-1,3,-3,0
1.52968E+15,-2,-8,-12,-5,1,-3,4,-1
1.52968E+15,2,0,-6,-2,-1,-3,5,0
1.52968E+15,-2,-9,-13,-3,1,7,2,4
1.52968E+15,0,12,10,3,-2,-2,-5,-3
1.52968E+15,-1,0,3,0,-2,-1,6,-4
1.52968E+15,-2,-4,-7,-1,-1,-7,-17,-4
1.52968E+15,2,12,30,12,2,-2,12,6
1.52968E+15,-2,-7,-31,-15,-6,-2,-11,7
1.52968E+15,-1,-6,5,1,-5,-10,-1,-3
1.52968E+15,-3,-1,-11,-2,3,5,4,1
1.52968E+15,-1,-4,-13,-6,1,1,-7,-2
1.52968E+15,-1,10,13,3,3,-6,5,2
1.52968E+15,-1,-5,0,0,0,9,2,4
1.52968E+15,0,2,12,0,-9,-11,-2,-3
1.52968E+15,-1,-6,-13,-9,-8,-1,-11,-3
1.52968E+15,0,-11,-1,2,2,6,4,2
1.52968E+15,0,13,5,6,5,8,5,5
1.52968E+15,1,2,12,8,6,5,8,-4
1.52968E+15,-1,2,-11,-7,-2,-3,-5,-3
1.52968E+15,-1,-1,-16,-5,-2,3,-3,-9
1.52968E+15,-2,12,36,5,-5,-9,-20,2
1.52968E+15,-1,-7,-8,1,3,3,-11,-6
1.52968E+15,1,-4,1,-3,-7,-4,13,14
1.52968E+15,-4,-15,-13,0,-4,-4,-6,-4
1.52968E+15,0,7,8,2,5,-1,-2,-1
1.52968E+15,-1,-1,-20,-4,-2,-4,3,0
1.52968E+15,-1,11,18,-2,-5,-6,-1,-3
1.52968E+15,0,-2,-2,1,-3,0,-2,-3
1.52968E+15,-2,-13,-35,-5,3,-4,2,0
1.52968E+15,0,-1,34,6,2,0,2,3
1.52968E+15,2,-7,-3,2,3,-1,4,-3
1.52968E+15,-1,2,8,-2,-3,4,-4,3
1.52968E+15,1,1,-11,-7,-4,-7,2,-1
1.52968E+15,1,3,-9,-2,1,5,6,-4
1.52968E+15,-3,6,-6,0,0,-4,-2,-7
1.52968E+15,3,-19,11,5,5,7,-2,-10
1.52968E+15,0,12,-9,-1,0,5,11,10
1.52968E+15,-1,-12,-5,-8,-6,-4,-4,1
1.52968E+15,0,-1,1,-1,-4,-6,-6,-4
1.52968E+15,-2,4,4,9,3,-2,15,-4
1.52968E+15,0,-1,-10,-16,-4,-3,-7,-4
1.52968E+15,-2,-9,-3,2,6,-2,4,4
1.52968E+15,-1,-7,-8,0,1,3,-3,1
1.52968E+15,3,9,11,-1,-1,-1,2,1
1.52968E+15,0,-4,-4,4,-1,2,-1,-2
1.52968E+15,1,1,11,2,-3,-5,0,3
1.52968E+15,-2,4,-14,-6,-1,2,2,-3
1.52968E+15,-1,5,-8,2,2,-2,-6,-1
1.52968E+15,-2,-1,17,2,-2,-4,-3,-2
1.52968E+15,-1,1,-10,4,4,11,23,-2
1.52968E+15,-3,-11,4,-7,-5,0,-7,-1
1.52968E+15,3,8,5,-2,-5,-5,-8,-4
1.52968E+15,-2,-5,2,3,4,-2,-1,4
1.52968E+15,2,6,7,5,4,7,2,4
1.52968E+15,1,3,-3,-3,-3,-3,6,1
1.52968E+15,-6,-7,-6,-9,-4,1,-4,-2
