-1,-8,-28,0,2,5,-7,3,3,11,21,0,0,-3,7,10,0,4,0,4,2,0,1,-3,0,1,-6,-1,3,-3,-10,7,0,8,23,18,1,0,2,-9,-2,-12,-36,-13,-6,-1,3,-3,7,15,19,0,0,-1,3,15,-5,-28,-22,-3,-3,-3,0,-4
-4,-7,-10,-1,2,-1,-2,1,2,11,2,-4,-2,-1,-2,-3,-2,-12,-4,2,0,3,3,-4,4,13,18,3,1,-2,-3,0,-7,-14,-17,-8,-2,-4,-3,-8,-2,-7,-14,-1,-2,-3,0,2,3,8,20,10,5,4,1,0,4,12,40,13,3,0,1,0
-7,-16,-60,-25,-8,-2,2,1,2,10,22,15,5,3,-2,2,-6,-11,-15,-25,-7,2,-1,-6,0,4,23,5,-2,0,10,3,3,9,3,-1,1,-5,-3,-1,0,-1,15,5,1,-2,-10,0,-3,1,-11,2,1,2,0,-7,-1,-1,-3,-3,-5,-3,-1,-2
-1,-6,-7,-7,0,6,3,0,6,8,-4,9,8,3,3,8,-3,-4,7,3,-4,-7,-7,5,-1,-3,0,-4,-3,1,3,7,-1,5,3,0,-2,-1,2,-3,-3,0,31,12,2,-4,-7,-8,1,8,-33,-35,-8,1,15,-2,-2,-11,-33,-5,-3,-5,-2,-2
-3,-1,8,-9,-7,-4,-3,-1,-3,-10,-18,-9,-1,2,-3,0,4,24,39,22,3,-7,-7,-9,-5,-8,3,-1,0,5,2,-6,-2,-5,-12,-2,5,1,2,1,-1,-5,-14,-12,-4,-4,1,0,5,10,12,11,3,2,0,4,5,13,27,10,2,-2,0,1
-4,-9,4,-6,-5,-1,-2,-3,-4,-11,-26,-22,-6,-1,4,1,2,0,-3,11,-1,-2,-2,2,-3,-1,-22,-5,3,2,-4,-5,7,11,26,9,2,-4,-3,7,-9,-24,-14,4,-3,-3,-2,-5,-4,-3,-9,-27,-9,0,0,-6,-2,-3,-13,-9,-6,-6,-5,3
4,12,20,11,2,-3,-2,3,-1,1,-10,-5,1,1,2,0,-2,-5,22,15,2,-3,-6,-1,-5,-7,-12,-2,0,2,4,-5,1,3,-5,-3,-1,1,2,5,1,2,-3,-10,-6,-2,-6,-10,-6,-9,-12,-5,-6,-4,-2,-1,-1,-1,-6,-2,0,-2,-2,0
-1,-1,-7,-1,0,1,1,0,0,5,7,6,-3,0,-1,-1,0,-6,2,5,3,0,-6,-2,4,4,6,5,3,0,1,0,-3,-5,1,8,3,3,-3,-3,2,8,-2,-10,-6,-4,3,-13,2,5,7,-3,-3,0,-12,17,0,4,6,-2,-5,-5,12,-2
-2,-3,7,16,8,10,-3,-6,0,-5,-20,-5,3,-3,-2,6,0,-5,12,23,4,-3,-7,-3,-3,-8,-19,-21,-4,-1,5,-4,2,12,16,5,-2,-4,-1,-4,1,-1,-4,8,2,-2,3,3,1,-1,18,11,3,4,-1,2,1,1,-4,-8,-2,0,-7,2
-2,-7,-28,-14,-7,-3,5,-6,-3,-5,-12,2,0,2,3,3,0,-6,9,-6,0,-6,-10,-11,-1,-6,-21,-2,0,1,5,7,1,-2,-11,-11,-5,-4,-7,1,4,14,29,5,0,-6,-11,2,3,9,13,1,4,5,18,8,-6,-13,-19,-2,2,1,-6,-4
-2,-1,-1,-4,-2,-4,0,1,1,4,2,3,-3,-4,-3,5,4,8,27,7,2,-4,2,-4,-6,-8,-2,-1,0,4,-4,-2,-4,-3,-7,-11,-3,-3,0,-1,1,0,4,1,-2,2,-2,-1,0,9,5,-3,-2,1,7,1,-2,0,-7,-8,-5,-3,2,-3
-4,-3,9,6,-1,-3,-12,-2,0,-2,-5,-10,-2,4,10,2,1,4,29,25,11,2,-2,5,-9,-13,-48,-30,-9,-2,-5,-7,2,2,1,1,4,7,2,-1,-3,-3,11,5,-1,0,0,-4,-4,-7,-38,-22,-8,-7,-2,4,2,-4,21,13,0,-2,-2,-6
3,-1,18,8,0,1,4,15,-2,-7,-34,-14,-2,-1,-6,1,-2,-6,-7,1,0,4,6,-6,3,11,4,3,1,-2,-1,0,-2,9,9,0,-3,-5,-1,-5,2,-3,11,9,3,0,0,-1,-4,-16,-11,-1,-1,-1,-1,-4,2,11,6,6,1,-2,-7,-3
1,-2,5,-3,-2,0,3,4,-4,1,22,8,3,-3,-3,-6,-1,3,-31,-22,-2,0,0,-3,3,6,14,3,3,8,3,4,-4,-10,-6,-7,-3,-2,-1,-3,1,5,2,-8,-8,-4,-2,2,0,-3,13,18,1,-3,-9,-1,-1,9,3,-3,5,1,3,-17
-2,-18,-41,-11,-1,0,7,13,1,3,0,-4,1,10,5,4,4,19,29,17,2,-4,-8,2,-4,-13,-5,-5,-9,-2,-2,-6,3,5,10,6,1,-3,2,-2,-4,-6,-2,-1,-2,-5,1,0,-3,2,-5,-7,2,-1,0,-13,-1,-9,16,18,2,-2,-2,10
-2,-3,-31,-37,-10,-4,1,-9,0,-2,-1,1,-3,-2,-3,2,8,18,47,25,2,2,2,1,-17,-37,-76,-59,-17,-11,-5,-2,-1,-5,26,13,2,-3,-2,-4,0,-3,-11,-3,3,6,5,-4,1,1,-10,-2,0,-1,-1,2,10,27,54,42,9,2,-4,3
-9,-16,-30,-23,-5,1,11,-6,-2,-5,-14,-7,0,-2,-7,-3,-2,-5,-17,-11,-7,-5,0,-2,4,4,24,25,6,-11,-1,-3,-3,6,-8,2,1,15,-3,2,1,12,24,8,4,3,-3,8,-6,-13,-21,-13,-6,-2,-2,6,4,10,12,0,1,2,4,0
1,9,11,-1,-2,-7,-3,-10,-3,-10,-11,0,2,-2,-1,-1,1,2,17,17,4,3,-1,0,-2,-10,-28,-16,-7,-7,-3,-1,-1,-3,-10,-3,-1,1,-3,-4,-1,-1,2,2,0,2,-3,-3,-3,-10,-9,-8,0,-3,1,-4,-1,4,10,4,1,1,0,-1
6,4,17,22,4,-3,-8,2,-2,-7,-22,-15,-7,-6,3,-3,0,1,-2,-1,-3,4,1,-2,-3,-6,-10,-1,3,-1,-2,2,2,3,-1,15,6,2,-1,2,2,7,39,0,-2,-6,1,-3,-4,-12,-46,-24,-9,-5,-4,-4,3,9,10,4,-1,-2,1,0
0,-1,2,10,7,11,1,-6,3,6,28,14,5,2,-3,16,-2,3,-5,0,1,2,1,6,-1,-4,-4,-9,-6,-3,2,1,4,8,15,0,-4,-8,5,-3,-1,-3,-9,1,0,0,-5,-4,4,11,19,4,5,7,8,1,-1,0,-5,4,2,-2,-4,4
-1,2,7,6,-2,-3,-8,3,-1,9,8,-3,-4,0,12,-8,-6,-13,-33,-20,-5,-8,-6,-9,3,10,32,13,7,13,1,1,-4,-7,-7,-5,-3,-4,-2,-4,1,-5,-15,-3,-3,-4,-4,-2,-3,-4,7,5,1,3,-6,-2,1,-4,-9,-10,-5,-2,3,5
0,7,4,0,0,-1,-1,-8,-3,-11,-5,3,-2,-5,-2,4,1,-2,-2,-9,-1,1,3,-1,-2,-5,-6,0,-1,-1,-8,-15,-1,2,-12,-9,-8,-2,6,2,-5,-3,-14,-3,1,-2,-2,-6,-1,-9,6,4,-2,0,1,3,8,22,27,22,7,2,-1,-6
-2,-8,-13,-4,1,-2,-3,2,-6,-6,-22,-7,-3,2,-2,-11,-1,2,-2,-10,-8,-2,-4,1,-6,-10,-16,-9,-5,-2,2,0,3,7,24,13,-1,-9,-1,3,0,-5,-12,0,5,9,-1,2,-1,-3,2,4,0,-1,2,-4,5,8,30,17,4,-4,-2,4
-7,-14,-49,-38,-7,4,-8,-7,-4,-1,-3,-3,-3,-3,3,7,2,1,-7,0,2,-1,1,-8,-1,1,2,-3,-3,-5,2,8,-2,-2,11,6,1,-3,-1,1,5,6,6,15,5,1,-5,-2,-6,-1,22,6,-2,-1,-1,-3,-3,-8,-52,-33,-9,0,3,1
2,13,33,3,-4,-4,1,-4,-5,-17,-5,-5,-3,-4,-5,-4,0,-2,-18,0,1,1,0,-1,-4,-11,-8,5,-1,-4,-4,-2,2,5,13,12,4,1,0,3,0,7,19,2,1,3,-2,-3,0,-1,10,22,5,2,-1,2,-3,2,-6,-22,-8,-2,1,-6
3,5,5,10,3,1,-1,8,0,-7,-1,-3,-3,-4,0,0,-1,0,-8,-2,0,-5,0,-5,5,14,42,31,6,6,-2,6,-11,-25,-56,-24,-4,0,-3,-8,-1,3,-6,-6,-7,-5,-2,1,1,-4,18,14,1,-1,-4,6,-1,-2,-9,-19,-7,-6,3,-5
4,13,6,1,-2,3,3,1,-5,-6,-5,-1,1,-1,2,-4,0,1,9,7,-2,-6,-9,-2,-2,-12,-27,-2,3,7,5,5,-2,-1,3,-2,-4,2,-2,-3,6,21,18,3,0,-1,-1,-1,-4,-13,-20,-11,-2,-4,1,-1,-4,-12,-2,12,3,1,-3,-4
-4,-6,-13,-11,-4,-4,0,-2,2,15,7,5,0,2,4,-4,3,8,9,-9,-1,-1,-1,-3,-4,-5,12,-2,-3,-8,-9,-9,0,-10,-16,9,4,-6,-5,2,4,12,27,8,-1,4,2,2,-4,6,-10,-17,-5,-2,1,4,2,-4,-13,1,3,3,4,4
-5,-1,33,6,2,-4,-10,-6,-2,1,-22,-11,-1,1,2,1,1,-2,-3,6,-1,1,-3,-1,2,4,9,3,-1,3,1,2,3,3,29,12,0,-5,2,0,2,-5,-31,-27,-5,-4,-3,-4,-8,-9,-8,-13,-9,3,4,0,1,4,10,4,7,-2,-3,0
2,0,-19,-2,2,5,1,0,1,1,23,17,2,3,-3,0,-1,2,17,-11,-6,1,5,-3,-9,-27,-70,-22,-6,-6,-4,0,4,-6,0,10,3,4,1,3,0,-1,3,7,5,8,0,-1,-2,-2,-25,-31,-13,-3,0,-2,4,13,31,9,0,-2,-1,4
0,0,10,19,11,3,2,3,-4,-7,-14,-26,-11,-2,1,-6,5,12,29,24,9,5,0,6,-2,-6,-18,-23,-3,0,1,-7,-2,2,-3,-7,-7,-1,0,12,-2,-5,7,13,3,-1,-1,2,0,3,-1,1,1,-5,-8,-6,-1,1,6,8,4,1,1,1
-3,-3,-16,-11,-4,-5,0,-5,-1,1,4,1,-2,-5,-1,-3,0,-1,-1,0,2,8,-3,-1,3,7,2,-6,-1,6,7,0,-6,-9,-6,-14,-5,-2,-8,-7,0,-2,-21,-1,0,-4,5,8,-2,-12,-3,1,-6,-7,0,-5,6,20,19,5,1,-2,-4,3
-2,7,25,2,0,1,2,-3,1,1,13,0,-3,-5,0,0,0,-1,-24,-7,3,4,-1,-1,3,6,20,13,2,-4,-2,4,0,-12,-35,-17,-7,-2,0,-6,-5,-7,-9,-2,0,1,-2,-1,-1,0,1,5,1,-2,-3,12,-2,2,8,3,-1,4,-1,-8
3,3,-12,0,3,-1,2,-1,2,-2,8,-2,-2,-6,-5,6,0,2,-7,1,1,2,3,-5,-3,-14,2,2,-2,-5,-8,0,0,8,23,7,0,0,5,4,-4,-12,-23,-7,-1,1,-1,-9,2,8,-4,-19,-7,0,2,-2,4,2,21,19,1,0,-1,3
-5,-9,-27,-14,-3,0,1,-4,2,2,-13,-4,-1,-4,-2,2,0,-4,14,16,6,1,-3,3,-2,8,-8,-8,-4,0,1,-5,-1,0,1,2,3,1,0,-6,-7,-8,1,-4,-2,-1,-3,2,-3,-4,-8,0,3,-1,6,-9,2,6,9,5,0,2,-2,-3
4,7,16,10,1,-3,-8,9,1,-5,-15,1,-1,-2,-1,0,0,2,4,-3,-1,-2,2,-2,-1,5,0,0,3,7,5,1,-5,-7,-7,5,2,5,1,-3,-2,4,20,-4,-5,-1,-1,-3,2,-3,-10,-5,-4,-7,-1,0,-3,-4,16,12,0,-4,-2,5
-4,-1,-16,-21,-6,-6,-2,-12,1,-3,4,1,0,-2,-1,0,-2,-2,-4,5,1,3,-4,-3,-1,-3,-2,-9,-5,-7,-5,3,10,21,41,30,8,4,9,7,-5,-4,-14,-10,0,1,-7,-8,-3,-8,-6,-1,-1,1,0,5,-2,-9,-10,-6,-5,-2,-4,-4
3,10,22,10,1,-5,-1,3,2,1,-21,8,6,1,2,-4,0,-2,11,5,1,0,-5,2,0,4,6,-7,-7,-3,2,2,1,-5,-7,-3,1,5,1,5,1,3,15,9,2,-6,-1,5,0,-3,-6,-5,-1,-5,-3,1,-5,-8,-17,-9,-2,-5,3,-13
-1,3,11,5,-1,4,1,1,2,3,3,2,2,4,-4,5,-5,-11,-45,-27,-8,-7,3,-6,0,3,-1,3,6,4,1,-3,0,-13,-8,8,1,0,-3,7,2,13,13,1,0,1,4,-6,2,9,22,14,6,-2,-1,7,-3,-13,-12,-2,-3,-1,0,2
-5,-2,-18,-31,-10,-6,-1,-7,0,-1,2,0,-5,1,-2,-4,-2,-1,0,-6,-4,-6,0,-3,0,-5,0,5,1,0,-3,0,1,5,5,4,1,-5,-2,5,0,2,14,3,-2,1,2,-2,-2,2,0,7,4,4,0,-7,0,4,0,2,3,1,-3,0
-1,-3,-14,-8,-2,3,-5,1,-2,-6,-9,-7,-4,-4,2,-1,6,6,11,16,3,1,-2,4,-1,-2,-8,-1,-1,3,3,-3,0,-2,5,7,-1,-14,-7,-7,-1,-1,-4,-6,1,11,4,0,-2,4,5,-2,-4,-2,-4,1,1,0,-5,-5,-4,-4,2,-1
0,-4,-3,2,-3,-3,-4,-2,4,9,21,26,9,-5,-7,3,-6,-12,-22,-18,-4,2,1,-4,-3,2,-18,-23,-7,-5,3,-5,-4,0,4,-7,-6,2,0,2,-4,-13,-26,-6,-4,-4,-1,-4,1,0,12,7,2,4,-2,-4,0,4,12,13,5,-1,-7,1
-2,0,-1,-1,-2,1,3,-8,-3,-3,-7,-21,-9,-4,0,7,3,1,-8,-3,2,1,6,4,0,-2,9,5,3,2,-2,-2,-4,-5,-23,-6,-3,0,0,-2,2,-6,8,4,3,0,-2,2,-1,-1,-2,4,-5,-6,2,1,1,5,13,1,-3,-1,-1,1
0,-3,-11,-3,3,0,0,-1,-5,-9,-6,-6,-4,-1,-2,-4,0,1,4,11,3,1,0,4,-2,-3,-5,2,-2,-8,-3,0,-2,4,-7,-23,-8,2,1,-2,-2,1,-11,-4,-2,-4,-5,0,0,-2,17,5,1,-1,-1,-9,-1,-3,-8,-1,0,-1,2,3
3,3,18,9,0,-4,0,2,4,12,5,-3,-1,7,3,4,-8,-21,-29,-11,-3,1,-4,-5,-4,-1,7,1,2,0,1,-3,-4,-13,2,3,1,-4,-3,-16,8,25,19,11,0,-2,0,18,-5,-9,4,-1,-9,-6,-5,3,-1,-7,-16,-19,-2,-1,0,0
4,12,23,14,6,3,0,2,-3,-3,-11,1,2,0,-4,-12,2,3,16,18,3,-2,-2,1,-1,-7,-14,-17,-9,-3,2,1,0,3,6,-4,-1,0,-2,1,0,-3,3,5,0,-5,2,-1,2,11,13,3,3,8,2,5,-3,-7,-25,-10,0,-4,-7,-6
1,2,4,4,1,1,2,8,-4,-6,-6,4,-1,1,-5,-2,1,-1,-11,-18,-5,-1,5,-3,2,8,20,17,1,-3,-4,2,-5,-11,-35,-28,-7,1,-5,-1,-3,-1,4,-7,0,-2,2,-1,1,4,3,0,0,-6,-2,-2,5,14,35,10,3,7,4,5
-3,-8,-17,-1,-3,-2,-4,-4,-4,-7,6,4,-2,-2,-3,-8,-2,-8,-16,-14,-3,-5,-1,1,0,0,5,12,5,3,-2,-1,0,-2,18,8,0,0,4,3,3,7,-18,-19,-4,0,1,-15,0,1,8,2,-3,-4,-1,12,0,-3,-9,0,1,-1,-3,3
-3,0,10,13,5,-3,-2,4,-2,-6,-4,-3,5,8,2,3,-1,-2,-2,-4,-4,-2,1,-7,-1,-5,-9,-10,-7,-1,-1,-4,5,4,0,10,1,0,3,1,-5,-11,-9,-5,-4,-8,-7,-4,-4,-3,1,2,4,4,-1,-3,-1,0,10,3,0,0,-1,1
4,10,11,-1,0,4,-1,-3,-2,-11,-31,-1,0,-2,3,1,0,-1,-4,-4,-1,-3,-2,-1,-4,-9,-7,-2,-7,-5,-5,-2,2,6,4,-1,-1,-3,-2,3,6,4,17,22,9,-1,2,0,-11,-10,-17,-30,-10,5,0,-6,3,-4,-11,0,-1,1,2,0
-2,-9,-7,-3,-1,2,0,1,0,3,3,-5,-3,1,1,5,5,15,15,19,7,-5,-4,1,-1,-4,0,3,1,1,2,-4,-1,-4,-9,-12,-7,-12,1,0,3,3,49,33,9,9,-4,1,-2,-1,-74,-53,-12,2,4,-4,-2,1,-9,2,3,1,-1,2
-2,0,1,-12,-4,-1,0,-6,0,6,22,2,0,-5,-3,-1,0,-9,-6,12,4,5,3,4,-4,-3,-17,-7,-2,2,-2,-8,-2,-6,6,7,-3,-4,-2,-1,-1,0,-22,-19,-5,-3,0,-2,6,13,38,24,7,4,-1,4,3,14,19,-2,2,-2,2,2
-5,-12,-26,3,0,0,-3,-1,-5,-8,-16,-13,-8,-6,-4,1,1,5,16,6,0,-6,-1,-11,0,4,16,9,2,2,-4,7,3,6,1,0,1,0,2,-1,-3,-5,2,-8,-1,-4,1,-5,0,-7,-6,-2,-3,-2,0,10,-1,9,4,1,1,2,0,-7
-6,-12,-13,-5,0,-3,-3,-2,1,-4,-22,5,0,3,2,-2,-4,-2,31,4,-2,-3,-2,-3,-1,-8,-16,-12,-2,0,-1,3,4,9,23,22,7,0,-1,0,-1,-2,-15,-8,-2,-4,-1,0,0,-1,16,11,0,-2,-4,-1,-2,4,-10,-17,-7,-5,1,-1
1,10,19,5,3,3,-1,-4,-5,-9,-16,-8,-3,-4,-1,-1,-3,-9,-12,-3,1,1,3,-4,-1,2,5,3,-2,-1,2,3,1,1,0,0,2,1,1,3,2,3,13,10,-1,-2,-5,-5,2,14,8,6,6,-3,-5,3,-5,-9,-4,2,-3,-8,-1,-3
-7,-12,-37,-17,-5,8,0,2,4,5,10,3,0,1,-1,11,4,9,5,3,0,-3,-1,-6,1,-1,16,8,0,-1,-2,-6,1,10,22,14,6,-2,-4,2,-4,-10,-20,-24,-5,-2,2,-1,1,6,-3,3,0,0,1,0,3,4,-4,-1,-3,1,-3,7
1,3,15,4,1,-2,2,-6,-8,-13,-14,3,4,2,2,-7,-8,-14,-14,-9,-4,-2,-1,0,0,-10,0,0,-3,0,0,0,0,-2,-15,-12,-5,-2,1,-4,4,13,30,22,3,0,-3,1,1,3,-7,-16,-3,4,3,4,2,-1,8,10,-2,-8,-9,-14
-9,-4,-22,-22,-9,2,-4,11,-4,-2,-21,-15,-4,-5,0,1,1,-1,-2,7,-1,-10,-6,-2,-1,-6,2,-2,-1,9,7,0,2,-4,4,19,6,1,-3,-3,4,11,8,-2,-4,-1,1,2,-8,-14,-15,-18,-7,-2,-8,-7,-3,-9,-5,-6,-4,-8,-3,0
1,-2,10,7,0,2,4,-1,-1,5,4,11,4,4,0,1,6,-4,15,11,0,-4,-1,0,-4,-1,-13,-21,-6,-4,-2,4,-8,-18,-22,-4,4,5,-1,-10,4,14,13,0,0,0,-1,0,1,-3,-12,-1,-1,-7,2,4,-2,1,9,9,5,9,2,-3
7,14,14,10,0,-3,-4,7,-2,-6,-3,-17,-9,-8,2,2,0,11,7,9,1,5,-5,-12,1,-7,-16,-3,3,2,3,3,-3,6,-11,-12,-3,-7,-2,-1,1,-3,10,8,2,0,-4,-2,-1,-1,9,1,-1,-3,8,0,5,11,2,6,2,-1,1,3
1,-10,0,-6,-5,7,0,-5,-3,-14,-16,2,2,0,-1,0,-1,3,17,0,6,3,-1,-4,1,3,-1,4,4,-1,0,7,3,9,0,-7,-3,-5,1,2,-1,-4,6,12,-1,0,-2,-4,-6,-8,-26,-21,-7,2,2,-4,-4,-16,-13,1,1,-1,0,-2
-1,0,-5,-12,-5,-3,0,0,5,2,6,5,1,0,1,3,3,8,15,12,4,1,0,-4,-4,-6,-5,-4,-3,-3,-4,1,-3,0,11,-16,-11,-4,-1,-6,-4,-6,-7,-4,1,3,2,-1,3,-3,2,8,0,-4,-2,9,-1,3,-8,-8,-6,2,0,-11
4,-1,5,17,2,-7,0,4,2,5,15,-12,-1,0,-2,7,-5,-9,-25,-6,3,5,2,-7,2,2,12,14,3,-1,-4,5,-2,-7,-1,-1,-5,-2,2,-4,-1,4,-1,-4,-5,-2,-3,-11,6,10,12,11,3,-3,-4,6,-5,-8,3,-5,-1,0,2,1
1,2,-3,0,0,-2,2,0,0,-8,-21,-2,4,6,-4,-3,2,7,13,-1,-3,0,-2,-5,2,6,17,17,2,-2,-3,-2,-5,-5,-16,-14,-2,0,1,-2,0,8,-2,-12,-5,-3,3,6,-5,-18,-20,-6,-5,-1,-3,-4,1,3,0,-5,-1,2,1,-1
-1,-4,1,12,4,2,-1,-4,-1,6,13,1,-9,-15,-5,-3,1,4,6,4,4,5,-1,7,-1,-1,-11,-13,-4,-9,-4,-8,-2,1,20,12,-1,4,1,7,2,2,-18,-9,1,2,-2,5,1,4,-2,-5,-4,-7,0,1,-1,3,17,2,2,-1,-2,3
4,5,-14,-4,0,-1,-1,-2,-7,-15,-12,-1,-3,-2,-1,-18,-2,-4,-6,-1,-1,0,1,13,3,5,-3,0,2,2,-1,-3,1,8,11,13,9,1,0,-1,-4,4,0,-19,-7,-6,-5,-2,0,-13,-17,-5,-2,3,0,2,-2,5,28,3,-2,1,5,-1
1,-6,-14,-6,0,3,1,-2,-3,-2,-12,-9,-3,-1,-2,-3,-3,-2,-9,3,3,1,-2,-2,-1,-4,-14,-14,-6,-6,-2,5,0,1,12,6,0,-3,-2,2,0,5,18,8,1,2,0,-9,-5,-1,-12,-8,-6,-2,-3,-2,0,-3,-10,12,3,2,1,-2
-3,-10,-6,-10,-1,-3,1,-3,4,-1,17,27,2,-1,1,3,-6,-6,-11,-29,-7,-4,-5,-3,-2,-2,4,14,7,0,0,-9,-3,-1,-4,-3,-4,2,1,5,-2,-8,-15,-7,-3,-5,-3,-1,5,6,49,42,5,-5,-2,5,0,-9,-50,-41,-11,1,5,-5
0,4,-13,-7,0,0,-3,15,1,-4,18,13,7,5,3,1,-1,5,-2,-3,-3,3,3,-1,2,3,5,3,-3,-6,-4,2,-1,-1,7,1,0,4,0,-4,1,2,-5,1,-2,-5,1,4,0,1,0,-5,-5,-2,0,-4,0,1,3,6,3,2,-7,1
-2,-3,6,7,2,-7,1,-7,2,5,3,-4,3,10,3,6,-3,-5,-7,-5,-2,-5,-1,-8,-1,-1,-5,1,-1,0,0,-6,0,-2,7,8,-3,1,-3,4,-5,-8,-36,-21,-4,-5,-2,-10,3,6,24,8,2,-2,1,5,0,1,-3,-12,-5,4,4,-8
-1,0,-10,-4,-2,-3,-3,13,2,-1,14,0,-6,0,4,4,3,4,-5,-1,3,3,1,-2,-4,-3,12,7,2,0,-2,-3,1,1,12,9,3,1,1,-9,-5,-7,-15,-9,-6,-5,-8,-2,1,0,-11,-3,2,6,-1,1,4,7,21,4,1,-4,-1,6
-2,-2,-9,1,0,2,-2,-3,-1,-12,-2,6,2,1,0,0,2,5,20,9,-1,-3,-1,-13,-2,-6,-31,-20,-7,-1,0,5,-4,-4,-11,-10,-5,-5,-3,-9,2,4,12,7,4,8,5,14,1,6,3,-2,1,0,4,-2,-1,0,3,9,0,1,1,-5
1,-1,-5,-3,-3,2,-5,-2,-1,5,11,10,2,-3,-1,-4,2,5,-7,-7,-3,2,-3,2,4,7,17,13,0,-7,-2,9,-3,-9,-23,-15,-1,1,1,-16,-5,-9,7,7,-1,0,2,3,-3,-10,-12,-3,-3,-3,-5,1,-3,-3,-17,-7,-2,-13,-5,3
-1,3,12,-1,-4,3,-2,-8,6,14,18,16,6,-2,-2,11,-3,-7,-9,-11,4,2,6,-3,-2,-8,-17,-6,0,-1,2,4,2,3,9,4,-4,-5,-3,-3,0,3,-2,9,-1,-3,-6,-18,-3,-4,-11,-10,-8,-4,-1,13,2,5,23,7,1,-5,-5,-8
0,-1,0,-3,2,8,4,20,1,0,-5,-1,4,0,-3,-6,-2,-4,11,17,1,-4,-2,-5,-5,-9,-26,-22,-7,2,2,0,-2,-7,-9,0,-3,-7,-3,-3,0,9,10,-8,0,2,0,-2,0,4,10,3,3,-1,0,2,2,4,14,9,-1,5,0,3
-3,-9,-7,-4,-3,-5,-7,-5,4,4,8,3,-2,0,2,7,-6,-7,-11,-9,-6,-3,-5,-15,-2,2,15,6,3,1,1,1,4,8,4,3,1,-2,-1,3,-2,-5,-26,-15,-3,-3,-3,-7,2,4,4,2,0,4,5,3,-3,-2,-1,-1,-1,5,0,-2
0,3,8,4,1,-1,1,-1,-1,-3,-5,-4,-6,-5,1,-2,4,5,20,19,4,-1,0,-6,-6,-5,-31,-26,-6,0,2,-1,-2,3,14,3,5,-4,1,-2,-5,-4,9,-2,-9,-4,-5,-2,1,2,-34,-19,-4,0,0,4,-5,-5,11,8,1,-3,-3,-9
