3,2,1,1,0,4,8,1,-2,2,4,14,4,0,-1,-2,-3,-1,-4,-3,2,3,4,-2,0,3,-2,0,0,0,-3,0,5,9,10,5,1,-3,-4,2,0,-2,18,0,-3,-2,-1,-1,2,0,-12,-14,-7,-8,-3,1,-1,-3,-13,-3,0,-4,-1,-1,6
-1,5,14,12,2,-2,-1,-2,-3,-14,-12,10,4,1,-1,0,-3,-8,-9,-8,-1,0,4,-2,0,-10,-14,-12,-5,-2,-1,0,1,2,-11,3,2,-3,-4,-2,-1,-1,4,-6,-2,-4,-3,3,1,5,5,4,-1,3,-2,-3,-2,-17,-27,-4,-3,-1,5,2,6
0,-2,0,-2,-2,-2,-2,-2,0,4,-4,3,1,1,2,-2,-4,-3,31,8,-2,1,-1,-1,1,8,-11,-19,-4,-3,-3,-1,1,2,4,-2,-3,4,-1,0,1,5,12,1,-2,-4,-3,-3,-2,-1,-27,-3,-1,6,3,-2,-1,-2,-23,-16,-5,-5,-1,0,6
-2,4,64,16,1,-1,4,-1,1,-5,4,7,1,-2,-2,1,-3,-8,-32,-25,-5,-6,0,-2,1,13,22,12,2,3,-2,-1,-5,-20,-60,-16,-4,-8,-2,-2,2,3,1,1,1,-1,-2,1,-1,3,18,8,1,1,2,0,1,4,-13,-2,0,-2,2,0,6
-2,-3,8,-1,-2,-4,-6,-3,-1,4,0,4,2,6,2,-2,-1,0,15,7,3,-2,-1,-1,1,0,-1,-2,0,1,2,0,7,12,-6,3,-1,1,-7,1,-3,-7,3,-6,-5,0,4,-1,-4,-12,-24,-4,-1,1,-4,-2,-5,-8,-12,-2,1,1,4,-2,6
2,7,23,12,2,3,4,2,2,2,-10,1,-1,-3,-8,-1,-4,-9,3,-1,-3,5,-1,0,-4,4,14,-14,-6,-2,3,-1,-6,-18,-44,-11,-1,-7,0,-3,4,13,16,5,1,-1,-3,1,2,3,0,-2,-1,-1,-6,0,2,6,7,15,2,-1,-7,0,6
-1,2,-15,3,3,4,11,3,-5,-9,-12,-9,-2,-4,-4,-1,-5,-9,-4,-3,-4,1,0,-3,2,-2,9,0,-2,-1,-3,-1,0,1,-9,-7,-2,-2,-3,-4,0,0,5,6,5,0,0,-1,1,-2,1,2,-1,0,-2,-2,0,-4,5,1,1,-5,2,1,6
2,0,-17,-4,0,1,-2,0,-1,2,0,-4,-3,-1,2,-2,-2,-2,18,6,-1,1,-1,-2,-1,-6,-3,0,-3,-5,-3,-2,1,2,-15,-13,-2,2,-3,-1,-4,4,12,-2,-6,-1,6,-1,1,0,11,2,0,-2,5,0,-2,-2,-9,-4,-2,-1,-1,-1,6
-3,-5,-9,-3,-2,-2,-6,-1,4,6,7,4,0,-2,-4,1,3,14,17,11,3,-1,-3,2,-8,-16,-48,-18,-5,1,1,-3,0,-2,23,0,-2,-4,2,0,0,-6,-21,-7,-1,0,-2,-1,0,0,3,1,0,-2,1,-1,3,5,32,10,2,1,-2,0,6
1,6,19,7,1,1,2,2,-7,-11,-32,-11,-3,-3,-1,-2,-4,-2,-11,-10,-4,-3,3,-1,-2,-5,-8,1,3,-1,-2,-2,-1,-8,-1,-1,0,-4,-1,-2,0,1,39,7,-1,-1,0,-1,11,1,-24,-11,-2,1,-2,2,-8,0,3,4,0,-1,0,-2,6
-7,-1,3,2,0,-2,-2,-1,4,0,9,14,6,2,-8,2,-5,-2,5,-8,-5,-3,2,-3,6,-6,-10,1,-2,0,-3,1,4,3,14,-4,-3,0,0,0,4,-2,-22,-14,-2,-3,2,1,-6,-2,3,-3,-2,-3,-5,-4,3,3,18,10,0,-2,-2,0,6
-2,0,-19,-13,-4,-2,1,-3,1,0,-6,-2,-2,-2,-1,0,11,19,36,15,4,3,-2,3,-17,-27,-40,-20,-7,-1,3,-8,4,3,-1,6,0,-4,-2,4,-1,8,23,-1,0,3,3,-1,-1,-2,2,-5,-5,-2,-2,1,6,11,2,12,3,2,-3,4,6
-1,3,14,2,-2,0,0,-4,-5,-7,-8,2,0,-2,5,-3,4,13,16,11,2,2,0,3,-1,-4,-9,-9,-3,-3,-3,-1,3,-6,-40,-10,-6,-5,-7,-1,-3,6,32,5,0,2,0,-2,4,4,0,5,2,2,-2,0,-2,-1,21,15,3,0,-2,-7,6
1,5,-4,-17,-5,-5,-3,3,11,18,4,10,1,1,-1,4,-14,-19,-16,-15,-4,-4,-4,-9,1,5,19,-3,-3,0,7,0,1,9,52,27,8,3,-6,-3,-2,-20,-58,-18,-5,-4,-4,-4,1,0,-8,-2,-1,0,5,1,4,7,10,-3,-3,-2,-4,3,6
7,0,33,17,1,-2,-4,-2,-11,-5,-16,-9,-2,-3,-1,0,-10,-4,-26,-3,0,3,1,0,-7,-6,7,4,0,0,8,-5,2,1,2,0,-3,-1,3,1,5,8,27,10,0,-3,-11,-4,0,-8,-28,-11,-1,-3,0,2,6,10,12,5,1,0,1,1,6
-3,-4,-13,-5,-2,0,-2,1,-5,-16,0,-9,-6,-6,-4,-4,1,5,-9,4,3,3,8,2,4,3,-8,-5,1,0,-7,2,-10,-10,16,1,-3,-3,12,-6,-5,-2,-47,-35,-7,-2,-5,1,3,6,25,9,-2,-4,-1,-3,8,14,20,14,6,4,-5,4,6
-13,-29,-76,-22,-5,-3,-3,-6,0,5,32,16,4,2,2,3,3,4,17,7,2,-1,-3,-1,-5,-7,-4,-9,-5,-3,-1,-4,6,9,-3,-4,0,-1,0,3,-1,-7,11,10,2,2,2,-1,1,-2,-7,-2,1,-1,-4,-1,-5,-2,9,13,4,-1,-9,-1,6
1,6,-5,-9,-4,2,12,2,-4,-15,-22,-6,0,2,2,0,4,6,12,7,1,-3,-1,-1,-2,-1,-9,-12,-5,-1,3,0,-3,-8,2,10,5,-1,-5,-4,0,5,18,8,2,1,5,-1,2,-3,-13,-7,-5,-3,-8,0,-3,-8,-25,-1,1,0,3,-1,6
-9,-5,-10,-14,-4,-2,3,-2,4,2,1,3,2,-2,-1,1,-1,19,57,10,0,0,-3,-1,8,8,-14,-9,-3,-3,-3,3,-8,-17,4,6,0,1,0,-1,-4,-2,-12,-7,-4,-5,-3,-1,3,-2,-1,2,1,-2,-1,3,1,5,14,0,-2,0,-1,0,6
4,9,7,10,6,1,-3,0,4,10,17,10,2,-1,-1,3,-15,-20,-60,-20,-6,-1,0,-7,3,7,2,1,-2,-3,-2,2,-4,-14,-23,-15,-7,-4,-7,-2,2,8,20,-2,0,-1,3,-1,9,9,-4,5,1,-2,0,6,-13,-21,-10,-8,-1,-1,-1,-6,6
-1,4,-16,-20,-7,-1,3,-1,0,-5,-6,6,-2,-2,-3,-3,4,15,53,24,7,1,-6,3,-7,-20,-51,-35,-5,-4,2,-1,-1,7,37,10,5,2,3,-1,2,3,1,8,0,-1,0,0,4,-1,-26,-9,-5,-1,-1,-1,-5,0,13,5,0,-4,-11,-3,6
1,2,5,9,2,3,7,1,1,0,0,-2,-2,-1,0,2,3,-5,-7,-5,-1,-3,-4,0,7,14,16,6,2,1,7,3,-7,-8,1,7,3,1,-5,-2,-5,-5,3,-4,-4,-1,-2,-3,-3,-8,-8,0,1,0,5,-1,2,3,-5,2,-3,0,-2,0,6
8,17,39,4,-1,-5,-8,4,0,-4,-11,-4,-1,-2,4,2,0,-7,-19,4,-1,-3,-5,-3,-11,-20,-13,-17,-6,-2,2,-7,9,10,6,11,4,1,-5,0,-4,-3,-10,-9,-2,-1,-1,-2,2,1,19,10,2,-1,-1,1,0,-5,-30,-16,-6,-1,-1,0,6
4,13,21,12,3,-2,-5,1,-11,-14,19,2,-1,-4,-3,-5,-5,-4,-34,-25,-3,-2,-3,-3,6,1,17,17,2,4,10,4,3,6,3,18,6,1,-8,4,-5,-11,-30,-26,-7,-3,-5,-5,0,2,16,4,1,3,6,1,4,1,-24,-6,-1,-3,-1,0,6
1,-1,34,2,-3,-1,0,0,0,0,-26,4,2,2,0,-1,-14,-18,-20,-8,-4,-3,2,-9,5,15,12,9,5,2,0,3,-5,-21,-47,-16,-6,-1,-2,-2,-2,7,4,1,1,0,-4,-1,0,0,6,-2,-3,-1,3,0,2,11,33,12,0,-3,-2,-2,6
3,15,-8,-3,1,1,3,0,1,-1,16,7,-1,-5,-6,0,-2,3,25,2,-1,1,8,2,5,9,-5,0,3,-1,-7,-1,-5,-13,-8,-7,-4,-4,1,-2,2,-1,-7,0,-1,1,-1,0,-7,-15,-24,-14,-4,-2,2,-1,-2,-5,14,-1,0,-1,-2,-2,6
3,12,29,8,4,1,-1,-1,-5,-9,-25,-11,-2,-2,4,-3,5,12,28,10,3,0,-7,2,-12,-28,-55,-13,-2,-1,4,-4,0,3,5,2,1,-1,-6,-1,3,-3,-13,-3,2,1,6,0,-4,-2,15,-4,-6,-3,-3,-2,2,1,8,4,-2,1,-4,1,6
1,1,-4,0,0,-2,-1,-1,4,6,-10,9,3,4,1,2,-7,-6,-6,-13,-2,-3,2,-4,-1,-2,-1,-3,-2,-2,-3,-1,-2,-10,-11,-2,-6,-3,-3,-2,4,13,15,3,7,3,3,3,2,1,9,11,0,-3,-1,1,-13,-14,-18,-26,-6,0,1,-2,6
-1,-3,-7,-1,0,3,2,-1,1,13,-12,-8,-8,-9,-2,1,0,-1,22,-2,0,-2,-2,-3,5,8,3,13,3,-2,-14,0,-5,-10,-15,-12,-5,0,10,-2,1,4,14,6,1,-1,-2,1,-3,-16,-26,-2,0,-5,-6,-3,-4,-8,-17,-12,-5,2,6,-2,6
0,-5,0,0,-3,-2,-12,-2,-2,-3,15,3,0,-2,3,1,3,10,20,6,0,1,7,0,4,4,23,6,1,-3,-3,2,-5,0,-3,-1,2,2,5,-1,-1,-3,20,7,-1,-5,1,-1,2,-1,-11,1,3,2,-6,-2,-5,0,-1,-9,-5,-3,1,-1,6
0,1,-2,-3,0,-1,0,1,4,6,14,4,-1,-1,-7,0,-8,-9,-46,-7,-1,1,2,-3,2,-5,1,22,6,3,3,0,1,4,-4,-21,-3,-1,-8,-1,1,-7,-10,-9,-4,-1,6,1,-5,5,7,1,-4,0,-2,-5,-3,-6,-4,-7,-3,-2,1,-2,6
-3,0,-14,5,0,1,1,-3,-3,-12,-26,-12,-3,-2,-2,-1,6,8,23,8,0,2,-3,5,0,9,-5,3,3,-3,2,-2,-2,-4,0,0,0,0,3,-1,0,-3,1,2,-1,1,-2,-2,5,-1,-34,-12,-5,-2,1,4,2,5,38,8,1,-2,-9,-4,6
-4,-6,-5,1,2,3,10,-1,-1,7,24,7,-1,0,-5,-2,0,-2,-6,-2,0,0,-3,0,5,12,15,7,-1,-3,-5,1,0,-3,-14,-3,-2,0,3,1,0,-2,28,7,0,-2,-2,0,-9,-22,-70,-16,-5,0,3,-3,-8,-22,-28,-12,-3,-1,2,-1,6
12,18,12,10,0,-1,-6,3,-10,-6,27,-4,-1,-3,-3,-5,5,8,21,-8,-4,-3,-4,0,-3,-6,-8,5,1,-1,0,-1,5,7,-3,7,2,1,2,3,-4,-4,-28,-2,2,3,5,-3,-4,3,25,-2,2,-4,-1,-4,1,8,20,-1,-3,-2,-1,2,6
-1,-7,-12,-5,-2,-3,-2,-3,2,5,-2,0,-2,-3,-1,3,3,8,27,21,4,4,-3,-1,-2,2,2,-15,-4,0,2,-4,-6,-6,-10,-5,-4,-5,-1,-3,2,-4,-8,9,0,0,-1,2,0,-2,-5,-1,2,-2,-4,-4,-5,-7,-27,-6,-2,1,6,2,6
-2,-6,0,-5,-4,-1,-6,-3,-1,-7,-7,-6,-4,-4,-7,-2,2,6,5,8,0,2,13,3,5,7,-4,6,4,1,-5,3,-2,-2,8,6,3,2,-4,-3,-4,-5,-22,-15,-6,-2,3,-4,2,0,-9,-5,-1,-1,-4,-2,0,1,19,5,-1,1,-1,-2,6
2,8,20,10,2,-1,-1,2,6,4,-1,8,4,0,-1,4,-10,-14,-13,-25,-9,-5,-5,-5,1,3,13,7,2,0,3,-2,4,0,-8,-3,-1,-3,-1,3,-7,-7,-11,-12,-4,1,0,-4,0,-3,24,9,0,-1,1,2,4,6,4,5,2,-2,-8,3,6
0,0,-7,-14,-9,-4,6,-3,-1,-3,-12,6,0,-3,-3,-1,4,9,-11,6,2,4,-1,2,-2,1,3,2,2,0,-1,-1,-1,5,17,12,2,-2,-2,1,2,0,-11,-2,-3,1,2,0,-5,-12,11,-4,0,-2,3,-2,3,4,12,10,0,-1,-5,0,6
-3,-4,-24,-27,-5,-2,-4,-1,2,3,6,17,5,2,8,0,0,-3,-12,-6,-4,-1,-9,-1,-2,-1,0,-5,-2,-4,-9,-4,-5,-7,12,6,-2,-1,15,2,-1,3,9,2,1,-1,-9,-1,1,-2,-2,3,2,4,4,4,0,5,25,15,6,5,0,-1,6
-8,-16,-43,-19,-8,-3,-7,-5,-1,-1,-15,-18,-5,-7,-4,-3,5,8,8,1,-3,-5,-23,-4,-3,-8,-23,5,3,9,43,5,-2,1,20,9,4,1,-13,-3,1,-4,-17,-10,-3,0,9,6,-4,2,-3,15,2,-1,-6,-6,-1,0,25,-6,-5,-5,-3,-4,6
-3,-1,-1,-3,-1,1,5,-1,3,5,-2,1,2,-1,-7,-1,0,-1,-14,-1,0,0,-2,3,4,13,6,-1,-2,-3,-9,-2,-1,-9,-29,-8,2,6,15,4,-2,4,42,24,0,-4,-10,-3,9,25,46,8,0,0,5,4,-18,-44,-83,-26,-7,-3,9,0,6
3,5,14,12,1,-2,-16,-5,3,4,12,2,4,3,4,1,-5,-3,-3,1,-2,0,0,-4,3,2,-9,-13,-6,-5,-9,0,4,7,20,17,6,5,4,1,-3,-2,-9,-5,-4,-3,-1,-3,-1,-5,-11,-6,-6,-1,11,0,6,5,17,24,9,-1,-9,2,6
-2,7,13,-14,-7,2,-3,-2,0,0,-25,-8,1,-1,1,-4,-4,-10,-9,-12,-4,-1,2,-1,2,-1,0,3,-3,3,11,4,0,-3,-4,0,-1,-1,-3,0,-1,-3,0,7,3,1,1,0,-3,-9,-20,9,2,-3,-5,-3,-5,6,20,-18,-6,-3,-3,-4,6
5,-2,4,2,0,0,-2,2,2,6,-5,-5,-3,-2,-7,-1,4,2,18,7,4,2,8,4,-5,-5,-4,-4,-3,1,-5,-4,-1,-2,-5,-2,1,-6,0,2,1,3,9,-2,-4,-1,1,-2,-5,-3,4,-3,-1,-5,-2,-2,6,13,14,9,3,-1,1,-1,6
-5,-10,-8,-14,-4,-1,-4,-5,-4,-6,-2,0,-1,5,-6,-3,0,2,-3,-4,-1,-5,10,1,3,2,-3,2,-3,-9,-7,-1,-5,1,-2,0,1,20,5,-1,4,11,25,11,1,-4,-2,1,-16,-35,-69,-22,-2,12,1,-6,6,5,11,5,1,-3,0,3,6
-2,-8,-28,-18,-8,-10,0,-2,-2,-3,3,-1,2,-1,-2,1,8,18,17,6,0,-2,1,-1,-6,-12,-1,-1,-2,-4,-2,-2,5,13,12,16,4,-1,-3,1,-13,-14,-11,-16,-5,-3,2,-4,6,8,4,2,1,-3,-5,3,-1,-1,0,0,-3,-9,3,-2,6
-1,2,11,3,2,13,1,-2,0,-1,-6,-1,0,-1,3,1,-5,-2,-1,-8,-4,-3,-4,-4,0,-1,-8,-6,0,3,1,1,2,3,15,2,-2,-8,-4,1,-2,-6,-18,-5,0,0,3,0,7,7,35,26,5,-2,-5,3,-7,-7,-45,-36,-7,2,-1,-6,6
